model,family,seed,sweep,min_sep,snr_db,snapshots,num_tests,num_kok,k_accuracy,rmspe_rad,rmspe_deg,mae_deg,sr5,rmspe_deg_kok,mae_deg_kok
Trans-MUSIC/seed1,Trans-MUSIC,1,snr,8deg,-2,200,25600,19517,0.7623828125,0.08635784819506548,4.947940229408706,4.083983600198501,0.6961328125,5.055684174861345,4.142166964189558
Trans-MUSIC/seed2,Trans-MUSIC,2,snr,8deg,-2,200,25600,18282,0.714140625,0.09429558002570441,5.402738762210969,4.405347708348938,0.6139453125,5.584264402541227,4.501534114318983
TCN-MUSIC/seed0,TCN-MUSIC,0,snr,8deg,-2,200,25600,21288,0.8315625,0.0882312343554263,5.0552773497956,4.042561093903693,0.700390625,5.256755062603504,4.1827409170397045
TCN-MUSIC/seed1,TCN-MUSIC,1,snr,8deg,-2,200,25600,21320,0.8328125,0.10559420107825858,6.050102062839983,4.898520751833822,0.582734375,6.305611360079259,5.073630910603671
TCN-MUSIC/seed2,TCN-MUSIC,2,snr,8deg,-2,200,25600,21152,0.82625,0.07867456867991601,4.50772074037132,3.6354565296950483,0.75453125,4.685917488131417,3.756642114568908
DA-MUSIC/seed0,DA-MUSIC,0,snr,8deg,-2,200,25600,15321,0.5984765625,0.09177278120401733,5.258193037167723,4.3314057072472005,0.57765625,5.4740462261603815,4.45089141842192
DA-MUSIC/seed1,DA-MUSIC,1,snr,8deg,-2,200,25600,13703,0.5352734375,0.12332374693827983,7.065930213302842,5.888143800587301,0.425625,8.151150052768129,6.701560510503934
DA-MUSIC/seed2,DA-MUSIC,2,snr,8deg,-2,200,25600,13604,0.53140625,0.12191755696719087,6.985361462765821,5.907264479383436,0.359921875,7.748439121708915,6.451870167557724
LCPSN-uncovON/seed0,LCPSN-uncovON,0,snr,8deg,-2,200,25600,23592,0.9215625,0.037864620735859805,2.1694829610283084,1.5498779215242278,0.892890625,2.105564916492057,1.4857563389663189
LCPSN-uncovON/seed1,LCPSN-uncovON,1,snr,8deg,-2,200,25600,23608,0.9221875,0.037839138109137645,2.168022914066221,1.5454921575189444,0.8944921875,2.1096052017407665,1.4860441634730575
LCPSN-uncovON/seed2,LCPSN-uncovON,2,snr,8deg,-2,200,25600,23557,0.9201953125,0.03774350813062724,2.1625437199026485,1.5434713870104786,0.8937109375,2.097513007927675,1.4788494077362524
LCPSN-uncovOFF/seed0,LCPSN-uncovOFF,0,snr,8deg,-2,200,25600,23714,0.926328125,0.041854197602815175,2.398068877547877,1.6942192945735344,0.881484375,2.3164763227594074,1.6175525303722333
LCPSN-uncovOFF/seed1,LCPSN-uncovOFF,1,snr,8deg,-2,200,25600,23684,0.92515625,0.04220824461659492,2.4183542771866664,1.722601908026059,0.8806640625,2.339799661485485,1.6495994900133082
LCPSN-uncovOFF/seed2,LCPSN-uncovOFF,2,snr,8deg,-2,200,25600,23643,0.9235546875,0.04190135247146911,2.400770652505241,1.703368002910099,0.87984375,2.3238457353951962,1.6319140084579067
Trans-MUSIC/seed0,Trans-MUSIC,0,snr,8deg,0,200,25600,22997,0.8983203125,0.054855681645892024,3.142999040622866,2.496133594667285,0.8337890625,3.0353188113828766,2.4004299055983918
